repetition,system,agents,concurrency,measurement_seconds,requests,errors,error_rate,throughput_rps,throughput_std_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
3,seccomp,5,50,30.0,33707,0,0.0,1123.567,8.101,44.489,44.481,47.668,50.461
3,seccomp,5,100,30.0,33868,0,0.0,1128.933,12.964,88.555,88.507,93.548,167.961
3,seccomp,10,1,30.0,32280,0,0.0,1076.0,7.638,0.925,0.931,0.994,1.057
3,seccomp,10,10,30.0,30875,0,0.0,1029.167,13.542,9.712,9.609,11.443,12.863
3,seccomp,10,50,30.0,33614,0,0.0,1120.467,8.557,44.616,44.548,47.879,50.987
3,seccomp,10,100,30.0,33646,0,0.0,1121.533,8.266,89.141,89.142,94.039,99.332
3,seccomp,20,1,30.0,32189,0,0.0,1072.967,3.987,0.928,0.933,0.997,1.049
3,seccomp,20,10,30.0,30521,0,0.0,1017.367,19.243,9.824,9.711,11.521,12.808
3,seccomp,20,50,30.0,33333,0,0.0,1111.1,10.62,44.987,44.953,48.527,51.294
3,seccomp,20,100,30.0,33515,0,0.0,1117.167,15.788,89.467,89.237,94.687,169.368
3,seccomp,50,1,30.0,31921,0,0.0,1064.033,3.943,0.936,0.942,1.006,1.069
3,seccomp,50,10,30.0,30157,0,0.0,1005.233,43.098,9.943,9.765,11.852,14.984
3,seccomp,50,50,30.0,32885,0,0.0,1096.167,31.327,45.606,45.332,49.652,61.581
3,seccomp,50,100,30.0,33105,0,0.0,1103.5,9.637,90.584,90.392,95.955,147.215
4,seccomp,1,1,30.0,32792,0,0.0,1093.067,7.027,0.911,0.915,0.984,1.039
4,seccomp,1,10,30.0,31105,0,0.0,1036.833,6.109,9.64,9.558,11.31,12.492
4,seccomp,1,50,30.0,33679,0,0.0,1122.633,8.071,44.527,44.503,47.787,50.447
4,seccomp,1,100,30.0,33753,0,0.0,1125.1,15.343,88.861,88.63,93.839,165.166
4,seccomp,5,1,30.0,32584,0,0.0,1086.133,2.596,0.917,0.921,0.987,1.039
4,seccomp,5,10,30.0,30771,0,0.0,1025.7,23.302,9.744,9.632,11.486,12.72
4,seccomp,5,50,30.0,33809,0,0.0,1126.967,9.764,44.355,44.288,48.098,56.256
4,seccomp,5,100,30.0,33727,0,0.0,1124.233,22.802,88.925,88.674,93.912,170.29
4,seccomp,10,1,30.0,32362,0,0.0,1078.733,3.321,0.923,0.927,0.993,1.046
4,seccomp,10,10,30.0,30909,0,0.0,1030.3,6.686,9.701,9.619,11.412,12.577
4,seccomp,10,50,30.0,33471,0,0.0,1115.7,18.274,44.803,44.68,48.287,62.159
4,seccomp,10,100,30.0,33749,0,0.0,1124.967,10.558,88.868,88.819,94.146,165.976
4,seccomp,20,1,30.0,33826,0,0.0,1127.533,48.077,0.883,0.872,0.976,1.029
4,seccomp,20,10,30.0,31870,0,0.0,1062.333,19.871,9.408,9.289,11.185,12.573
4,seccomp,20,50,30.0,36092,0,0.0,1203.067,68.664,41.548,40.834,47.63,66.743
4,seccomp,20,100,30.0,37752,0,0.0,1258.4,17.037,79.444,78.848,85.293,150.417
4,seccomp,50,1,30.0,32141,0,0.0,1071.367,3.943,0.929,0.935,1.001,1.06
4,seccomp,50,10,30.0,30596,0,0.0,1019.867,15.556,9.8,9.691,11.525,12.847
4,seccomp,50,50,30.0,33128,0,0.0,1104.267,7.315,45.269,45.276,48.461,51.005
4,seccomp,50,100,30.0,33303,0,0.0,1110.1,11.406,90.053,90.006,94.984,98.877
4,kernel,1,1,30.0,32121,0,0.0,1070.7,16.428,0.93,0.934,1.001,1.064
4,kernel,1,10,30.0,30220,0,0.0,1007.333,29.631,9.922,9.804,11.713,13.393
4,kernel,1,50,30.0,32803,0,0.0,1093.433,16.519,45.711,45.576,48.972,52.633
4,kernel,1,100,30.0,32967,0,0.0,1098.9,15.722,90.979,90.936,96.131,172.127
4,kernel,5,1,30.0,31987,0,0.0,1066.233,14.806,0.934,0.937,1.003,1.083
4,kernel,5,10,30.0,30368,0,0.0,1012.267,8.646,9.875,9.806,11.599,12.736
4,kernel,5,50,30.0,32736,0,0.0,1091.2,12.653,45.811,45.824,49.036,51.354
4,kernel,5,100,30.0,32567,0,0.0,1085.567,66.243,92.091,91.093,97.033,174.933
4,kernel,10,1,30.0,31800,0,0.0,1060.0,12.897,0.939,0.943,1.007,1.076
4,kernel,10,10,30.0,30232,0,0.0,1007.733,6.777,9.918,9.848,11.615,12.66
4,kernel,10,50,30.0,32646,0,0.0,1088.2,19.575,45.938,45.786,49.225,60.22
4,kernel,10,100,30.0,32768,0,0.0,1092.267,19.135,91.526,91.227,96.123,170.01
4,kernel,20,1,30.0,31777,0,0.0,1059.233,20.455,0.94,0.944,1.008,1.073
4,kernel,20,10,30.0,30134,0,0.0,1004.467,5.888,9.951,9.886,11.618,12.625
4,kernel,20,50,30.0,32615,0,0.0,1087.167,21.008,45.982,45.875,49.063,53.483
4,kernel,20,100,30.0,32720,0,0.0,1090.667,8.43,91.667,91.779,96.723,100.573
4,kernel,50,1,30.0,31575,0,0.0,1052.5,3.192,0.946,0.954,1.018,1.079
4,kernel,50,10,30.0,30213,0,0.0,1007.1,13.192,9.925,9.876,11.609,12.617
4,kernel,50,50,30.0,32335,0,0.0,1077.833,22.518,46.376,46.175,49.321,63.157
4,kernel,50,100,30.0,32546,0,0.0,1084.867,9.365,92.156,91.989,96.85,110.098
4,userspace,1,1,30.0,33648,0,0.0,1121.6,7.224,0.888,0.893,0.955,1.012
4,userspace,1,10,30.0,34342,0,0.0,1144.733,13.668,8.731,8.668,10.063,11.02
4,userspace,1,50,30.0,36315,0,0.0,1210.5,8.245,41.296,41.24,43.704,46.496
4,userspace,1,100,30.0,36250,0,0.0,1208.333,23.848,82.741,82.382,86.269,160.246
